,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3471,0,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,2,74.15,1345.75
4697,1,0,0,0,6,1,0,1,2,2,0,0,0,0,0,1,2,78.95,494.95
6280,1,0,0,0,67,1,2,1,2,2,2,2,2,2,2,0,1,116.2,7752.3
9247,1,0,1,1,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1515.1
9172,0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65,137.85
2171,1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,1,19.4,1284.2
9531,1,0,0,0,45,1,0,2,1,1,1,1,1,1,1,1,2,20.4,930.45
5678,1,0,0,0,43,1,0,1,2,2,2,2,0,0,1,1,1,90.65,3882.3
9483,1,1,1,0,29,1,2,1,0,0,0,0,2,2,0,1,2,94.45,2653.65
398,1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,2,54.6,1803.7
2010,0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,1410.25
5166,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,3,80.3,526.7
5871,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,2,29.6,79.45
10110,0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,79.75,159.4
1283,0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,3242.5
8660,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,147.15
2448,0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.45,294.45
4256,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,115.55,8312.4
1836,0,0,1,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.3,1261.7
9910,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,2,53.95,53.95
1019,0,1,0,0,5,1,0,1,0,2,0,0,2,0,0,1,2,84.7,392.5
9161,0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,1052.4
5066,0,0,0,1,49,1,0,2,1,1,1,1,1,1,1,0,1,19.45,921.3
1326,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,1292.2
8104,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,365.55
475,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,1861.5
2810,1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,88.35,262.05
8913,0,0,1,1,30,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3046.15
1651,0,0,0,0,53,1,2,1,2,2,2,0,0,0,0,0,2,90.8,4921.2
10131,1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,676.7
1169,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,19.85
2528,1,0,1,1,67,0,1,0,2,0,0,0,2,2,2,0,1,50.9,3281.65
1206,1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,1149.65
6256,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.25,74.2
9044,1,0,0,0,5,0,1,0,2,2,2,2,0,0,0,1,3,43.25,219.0
5469,1,0,1,0,52,1,0,1,2,2,2,2,2,2,2,1,2,106.3,5487.0
9686,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,93.55
7852,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,69.2
431,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.2,4784.45
8224,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.95,69.95
7871,0,0,0,1,15,1,0,1,0,2,0,0,0,2,0,1,0,85.9,1269.55
867,1,0,0,1,3,1,2,2,1,1,1,1,1,1,2,1,3,26.4,121.25
2974,1,1,0,0,57,1,0,0,0,0,2,2,0,0,1,1,2,53.5,3035.8
5236,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,1,20.15,1411.2
5093,1,0,0,0,17,1,2,1,2,2,2,2,2,0,0,1,0,106.65,1672.1
5433,0,0,0,1,61,1,2,2,1,1,1,1,1,1,2,1,1,25.0,1498.35
541,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55
5195,1,0,0,1,3,1,0,0,0,0,0,2,2,2,0,0,3,70.7,225.65
1132,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25
10157,1,1,1,0,44,1,2,1,0,2,0,0,0,2,1,0,3,88.4,3912.9
4501,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,0,2,84.3,84.3
6354,0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,2,74.85,708.2
9636,0,1,1,0,48,1,2,1,2,2,2,2,2,2,0,0,2,117.45,5438.9
3390,0,0,1,1,58,1,0,1,2,2,0,0,2,2,1,0,1,99.25,5846.65
3888,1,0,1,1,56,1,2,2,1,1,1,1,1,1,2,0,0,24.15,1402.25
2962,1,0,1,0,59,1,2,1,2,2,2,2,2,2,2,0,2,113.75,6561.25
4155,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,65.7,4575.35
3259,0,0,0,1,10,1,0,1,0,0,2,2,2,0,0,1,2,91.1,964.35
6302,0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.15,5409.75
6034,1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,3,40.15,130.75
8704,0,1,1,0,18,0,1,0,0,0,2,0,2,2,0,1,2,48.35,810.7
7837,1,1,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.45,919.4
10258,0,0,0,0,25,1,0,1,0,2,2,0,2,2,0,1,2,99.5,2369.05
2583,0,0,0,0,8,1,0,0,0,0,0,2,0,0,0,0,2,49.4,408.25
2813,1,0,1,1,29,1,0,1,2,0,0,0,2,2,0,0,1,94.65,2649.15
3959,1,0,1,1,72,1,2,1,2,2,0,2,2,2,2,1,1,107.7,7919.8
2947,0,0,1,1,26,1,0,2,1,1,1,1,1,1,0,1,1,20.25,493.95
6643,1,0,0,0,36,1,0,2,1,1,1,1,1,1,2,1,1,18.55,689.0
5174,1,0,0,0,12,1,2,2,1,1,1,1,1,1,1,0,1,24.95,280.4
6841,1,0,1,1,44,1,0,0,0,2,2,2,0,0,0,1,3,61.9,2924.05
9013,1,1,1,0,32,1,2,1,0,2,2,0,2,2,0,0,0,106.35,3520.75
7908,0,0,1,0,42,1,2,0,0,0,0,0,0,0,0,1,2,50.25,2203.65
7895,1,1,1,0,44,1,2,1,0,2,0,0,0,2,1,0,3,88.4,3912.9
3586,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65
9528,1,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,2,69.65,220.1
8359,1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,1329.2
2563,1,0,1,1,15,1,0,2,1,1,1,1,1,1,2,0,3,19.35,278.85
2630,1,0,0,0,63,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1559.3
3190,0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,653.9
2320,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,2,19.95,82.9
7187,1,1,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1036.75
5036,1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,2180.55
1080,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.6,1012.4
4283,0,0,1,1,1,0,1,0,0,0,0,2,2,0,0,0,2,40.1,40.1
5891,1,0,1,1,37,0,1,0,2,2,2,0,0,0,0,0,0,40.2,1448.8
7085,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.9,44.9
2085,0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,1423.05
6345,0,0,1,0,61,1,0,1,2,2,0,2,0,2,1,0,0,93.7,5860.7
2452,1,1,1,0,57,1,0,1,0,2,2,0,2,0,1,1,2,90.65,5199.8
4966,1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,3,36.85,108.7
2023,0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,331.6
8401,0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,165.2
9281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,45.3
7909,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,97.1
9000,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4
7321,0,1,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.55,187.45
226,0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15,2545.75
1013,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,1,3,80.1,5585.4
6679,0,0,1,1,67,1,2,1,0,2,2,2,2,2,1,1,1,112.35,7388.45
1929,0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1,246.5
1043,0,0,0,0,52,1,2,0,2,0,2,2,2,0,1,0,1,74.0,3877.65
5251,0,0,0,0,33,1,2,1,2,0,0,0,0,2,0,1,2,90.65,2989.6
1404,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,4039.0
10114,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7,141.45
2179,0,1,0,0,2,1,2,1,0,0,2,0,0,2,0,1,2,88.55,179.25
697,1,1,1,1,47,1,0,1,0,2,0,0,2,0,1,1,0,84.95,4018.05
1124,1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,529.8
7378,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,4837.6
3895,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.9,29.9
8486,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1554.0
5110,0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,1,85.9,3729.75
7902,0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.05,830.7
1778,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,71.65
8259,1,0,0,0,10,0,1,0,0,0,0,0,0,2,0,1,3,33.9,298.45
2634,1,0,0,0,22,1,2,0,2,0,0,0,0,0,0,1,2,54.45,1127.35
7544,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.85,70.85
7604,1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,108.4,7318.2
3489,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.35,75.35
1037,1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,1266.1
8458,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,134.5
2649,1,0,1,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.75,90.75
2979,0,0,1,0,26,1,2,2,1,1,1,1,1,1,1,0,3,26.0,684.05
2547,0,0,1,0,47,1,2,2,1,1,1,1,1,1,1,0,2,26.9,1250.85
5132,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.25,89.25
2159,1,0,1,1,70,1,0,1,2,2,2,2,2,0,2,1,1,101.1,6994.8
6445,0,0,0,0,41,1,2,1,2,0,0,0,0,0,0,1,1,81.3,3190.65
3967,1,0,1,0,37,1,2,0,2,0,2,0,2,2,1,0,3,79.25,2911.8
1428,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,593.85
8692,1,1,1,0,41,1,2,1,2,0,2,0,0,0,0,1,0,83.75,3273.55
2520,1,0,1,1,72,1,2,1,2,2,0,2,0,2,2,1,1,97.75,6991.6
8033,0,1,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.55,1131.2
9265,0,1,1,0,2,1,2,1,0,0,2,0,0,0,0,0,2,79.2,172.85
10189,0,0,1,0,6,1,0,0,0,0,0,2,0,0,0,1,2,49.15,270.8
448,1,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.75,759.55
8762,1,1,0,0,27,1,2,1,0,2,0,0,0,0,0,1,2,81.45,2122.05
5995,0,0,1,1,67,1,0,1,2,2,2,0,0,0,1,0,0,84.8,5598.3
9926,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.1,20.1
3727,0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,844.45
7353,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1775.8
6279,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,79.45,145.15
9234,1,0,1,0,70,1,0,1,2,2,2,2,2,2,1,1,0,109.5,7534.65
7295,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,71.0
6251,0,0,0,0,13,0,1,0,0,0,2,2,0,0,2,0,3,35.4,450.4
5926,1,1,0,0,13,1,0,0,0,2,0,0,2,0,0,1,2,59.9,788.35
2460,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,35.25,35.25
22,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15
2066,0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,6302.8
1653,1,0,1,1,50,1,2,1,2,0,2,0,2,2,0,0,1,105.95,5341.8
1376,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,129.2
1724,1,0,1,0,64,1,2,1,2,2,2,0,0,0,1,0,0,89.45,5692.65
3754,1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,232.5
4183,0,0,1,0,11,1,2,1,2,0,0,2,2,0,0,1,1,96.2,1222.05
4082,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.75,706.6
6579,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,23.85,625.65
4558,1,0,1,0,68,1,0,1,0,2,0,2,2,2,1,1,2,100.3,6754.35
3537,1,0,1,0,72,1,2,1,2,2,2,2,0,2,2,0,0,105.6,7581.5
7003,1,0,0,0,41,1,2,1,0,2,0,0,2,0,0,1,2,89.2,3645.75
9777,0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,669.85
646,1,0,1,1,50,1,2,0,0,0,2,2,2,0,1,1,2,69.65,3442.15
6381,1,0,1,1,70,1,0,1,0,2,2,2,2,2,1,1,2,106.15,7475.1
7527,0,1,0,0,2,1,2,1,0,0,2,0,0,0,0,1,2,78.55,149.55
10013,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,4346.4
7165,0,0,0,0,8,1,2,1,2,0,0,2,2,2,0,1,0,103.35,847.3
8266,0,0,1,0,21,1,2,1,0,0,0,0,0,2,0,1,2,86.5,1808.7
7697,1,0,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2,93.3,93.3
9711,1,1,0,0,9,1,2,1,0,0,2,0,2,2,0,1,2,100.5,918.6
4875,1,1,0,0,8,0,1,0,0,0,2,0,0,0,0,1,2,29.4,221.9
8875,1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,6941.2
5341,1,0,1,1,53,1,2,0,2,2,0,0,0,2,2,0,0,69.7,3686.05
7031,1,0,0,0,66,1,0,1,2,0,2,2,2,2,2,1,0,105.65,6844.5
2160,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,20.2,273.25
685,1,0,0,0,51,1,2,2,1,1,1,1,1,1,1,1,0,24.6,1266.4
2461,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,3,20.55,1205.05
7128,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35
6267,0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,1,20.35,335.95
4941,1,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,3,51.0,305.95
5946,1,0,1,1,72,1,0,0,2,2,0,2,2,0,2,0,0,68.4,4855.35
4583,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,2,21.2,222.65
5784,1,0,0,0,14,1,2,0,0,2,0,0,0,0,0,1,1,55.5,767.55
7569,0,0,0,0,53,1,2,1,2,0,2,0,2,2,1,1,1,106.95,5785.5
521,1,0,1,1,55,1,2,1,0,0,0,0,0,2,0,0,0,85.5,4713.4
3983,1,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,2,92.9,1337.45
9871,1,1,0,0,32,1,2,1,0,0,0,0,2,2,0,1,1,96.15,3019.25
780,1,0,1,1,27,1,0,0,2,2,0,0,0,0,0,1,1,54.75,1510.3
8500,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,52.2,52.2
5607,0,0,1,1,38,1,0,0,2,2,0,0,0,0,0,0,2,54.5,2076.05
5978,0,0,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.35,20.35
3747,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,29.15,29.15
2196,0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,85.85,3003.55
10205,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,2135.5
4285,0,1,0,0,31,1,2,1,0,0,0,0,0,0,0,1,2,73.9,2217.15
6979,1,0,1,0,36,1,0,1,2,0,0,0,2,2,0,1,2,93.6,3366.05
1827,1,1,1,0,57,0,1,0,0,0,0,0,2,2,0,1,2,44.85,2572.95
9988,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.0,94.0
2376,1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,19.5,226.8
3839,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,1,2,45.45,411.75
1246,0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,5744.35
7504,1,0,0,0,12,1,0,0,0,0,0,2,2,0,1,1,2,59.8,727.8
6511,1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,2,85.85,167.3
5439,0,0,1,1,41,1,2,1,2,2,2,0,0,2,1,1,0,101.6,3930.55
9543,0,1,0,0,47,1,2,1,0,2,2,0,0,0,0,1,0,85.2,3969.35
5510,1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,55.7
5330,1,0,1,1,30,1,2,1,0,0,0,0,2,0,0,0,2,85.45,2509.95
4531,1,0,1,1,67,1,2,0,2,0,2,0,2,2,2,1,2,79.7,5293.4
365,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,492.55
10309,1,0,0,0,62,1,2,1,2,2,0,2,0,2,1,0,2,102.0,6529.25
147,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65
1668,0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,4594.95
9133,1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2596.15
7650,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,69.8
7788,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,49.95
3456,1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,3,85.2,602.55
3271,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.15,317.25
4940,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,227.35
6230,1,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,2,99.4,7285.7
9196,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,52.2,52.2
8390,0,1,1,0,26,1,2,1,0,2,2,0,0,2,0,1,2,93.85,2381.55
3926,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,1,19.7,180.7
8824,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5,30.5
8080,0,0,0,0,48,1,2,1,0,2,2,0,2,2,0,1,0,107.4,5121.3
78,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,2111.3
7088,1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,3,40.15,130.75
2247,0,0,1,1,64,1,0,2,1,1,1,1,1,1,1,0,0,19.8,1336.65
8532,0,0,1,1,42,1,2,1,0,0,0,0,2,2,0,1,2,94.2,4186.3
10272,1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5
7451,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.1,270.7
2279,1,0,0,1,3,1,0,0,2,0,2,0,0,0,0,0,3,55.9,157.55
8123,0,0,0,0,46,1,0,0,0,0,2,2,0,0,2,0,1,54.35,2460.15
3897,1,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.8,635.9
7177,0,0,1,1,26,1,0,1,0,0,0,0,2,2,0,1,2,90.8,2361.8
9866,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,49.25,49.25
3631,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,178.5
9510,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.35,41.85
6272,1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,20.6,116.6
392,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.3,89.3
3191,0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.25,71.2
16,0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1022.95
4200,1,0,0,0,21,0,1,0,2,0,0,2,2,0,0,1,3,43.55,1011.5
2672,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,70.05,266.9
6164,1,1,0,0,35,1,2,1,2,0,0,0,0,2,0,0,1,91.0,3180.5
3493,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9
7394,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,49.65
4839,0,1,0,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.25,2841.55
593,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.6,45.6
9616,1,0,1,1,13,1,0,1,2,0,0,0,0,2,0,0,2,84.05,1095.3
5827,1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,19.15,124.4
7961,0,0,1,1,49,1,2,1,0,2,2,2,2,2,2,1,0,107.95,5293.2
5887,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.45,1789.65
2355,1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1263.9
6036,0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,1,19.6,763.1
4798,1,0,0,0,67,1,0,2,1,1,1,1,1,1,1,1,3,19.45,1195.95
8927,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,52.2,52.2
4592,1,0,1,1,56,1,2,1,2,2,2,2,2,2,2,0,3,115.85,6567.9
163,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9,3958.25
9923,1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,1313.55
9740,1,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,0,69.95,529.5
10095,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,18.85,18.85
7380,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.55,79.55
6356,1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,101.95,700.85
5542,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,19.6,356.15
6007,1,0,0,0,68,1,2,1,0,2,2,2,2,2,1,0,2,108.45,7176.55
7993,0,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,89.45,240.45
7638,1,0,1,0,60,1,2,1,0,2,2,0,2,0,0,1,2,95.75,5742.9
6793,1,0,1,1,5,1,0,1,2,0,2,0,0,2,0,1,3,90.35,434.5
7758,0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,762.5
4837,1,0,1,1,20,0,1,0,2,0,2,2,0,0,2,1,1,39.4,825.4
2293,1,0,1,1,69,1,2,1,0,0,2,0,0,0,2,1,1,79.2,5420.65
6548,0,0,0,0,33,1,2,1,0,2,0,0,2,2,0,1,2,100.0,3320.6
7898,0,0,0,1,4,1,2,1,0,2,2,0,0,0,0,0,0,84.05,333.55
4481,0,0,1,1,64,1,2,0,0,2,0,0,0,0,1,1,0,53.85,3399.85
3716,1,0,0,1,23,0,1,0,2,2,0,2,0,0,1,0,0,40.65,947.4
6140,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,25.85,25.85
1549,1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,0,3,20.9,518.3
2044,0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,5869.4
767,1,0,1,0,17,1,0,0,2,2,0,0,0,2,1,0,3,64.8,1175.6
5693,1,1,1,1,71,1,2,1,2,2,0,0,2,2,0,1,1,105.1,7548.1
7870,0,0,1,1,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2499.3
7857,0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,947.3
3302,0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3870.3
4517,1,0,0,0,32,1,0,1,2,2,2,0,0,2,0,1,1,93.4,2979.3
9373,0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,20.8,1021.8
3292,0,0,1,0,42,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3571.6
1403,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,7412.25
1382,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1643.25
6928,1,0,0,0,35,1,0,1,2,0,0,2,0,2,1,1,2,89.2,3251.3
5671,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.85,20.85
1638,1,0,1,0,37,1,0,1,0,0,2,2,0,2,0,1,2,90.35,3419.3
6907,0,0,1,0,33,1,0,1,2,0,2,2,2,2,1,1,2,103.75,3361.05
6406,0,0,1,0,58,0,1,0,2,2,0,0,2,0,1,1,2,45.35,2540.1
1179,0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4872.2
5448,0,0,1,1,11,1,0,0,2,0,0,0,0,0,0,0,0,51.0,581.7
5078,1,0,0,0,45,1,0,2,1,1,1,1,1,1,1,1,2,20.4,930.45
5175,0,1,1,1,34,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2718.3
689,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,20.45
9141,0,1,1,0,42,1,0,1,2,0,0,0,0,0,0,1,1,74.15,3229.4
6525,0,1,0,0,53,1,0,1,2,2,0,2,0,2,1,1,3,96.75,5206.55
10141,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,96.0,174.8
6488,1,0,0,0,52,1,2,1,0,2,2,0,2,2,0,1,2,103.05,5364.8
7154,0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,91.7,91.7
8694,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,113.85
6610,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,0,20.15,238.15
8847,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,20.05
4349,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,18.8,56.0
1884,1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,419.7
8921,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,1,73.25,131.05
